system:index,Luces_2018,Luces_2020,Luces_2024,Luces_cambio_18_20,Luces_cambio_18_24,Luces_cambio_20_24,NDBI_2018,NDBI_2020,NDBI_2024,NDBI_cambio_18_20,NDBI_cambio_18_24,NDBI_cambio_20_24,NDVI_2018,NDVI_2020,NDVI_2024,NDVI_cambio_18_20,NDVI_cambio_18_24,NDVI_cambio_20_24,NDWI_2018,NDWI_2020,NDWI_2024,NDWI_cambio_18_20,NDWI_cambio_18_24,NDWI_cambio_20_24,Nombre_std,comuna_id,comuna_str,id_techo,n_familias,nombre_ofi,region,.geo
00000000000000000029,51.540000915527344,50.04999923706055,85.16000366210938,-1.4900016784667969,33.62000274658203,35.11000442504883,0.01624823400192917,0.028274838405220434,0.03978717270535451,0.01202660440329126,0.023538938703425345,0.011512334300134076,0.16629792179993805,0.10398142182321976,0.10182543137848818,-0.06231649997671828,-0.06447249042144985,-0.002155990444731566,-0.24784343024818686,-0.18857576234119963,-0.1737522243214589,0.05926766790698723,0.07409120592672795,0.014823538019740738,GALVARINO,13110,La Florida,816,16,Galvarino,13,"{""type"":""Polygon"",""coordinates"":[[[-70.57533838908684,-33.511633722409066],[-70.57505743648989,-33.51167386212227],[-70.57499943042521,-33.51110753850982],[-70.5753205061637,-33.511071938170026],[-70.57533838908684,-33.511633722409066]]]}"
0000000000000000002c,59.72364318548926,58.51983224946405,83.12639957921273,-1.2038109360252194,23.402756393723486,24.606567329748707,0.12769511970558536,0.1099231108942163,0.08564922321798232,-0.017772008811369054,-0.04204589648760304,-0.024273887676233993,0.10742700105608598,0.08397508620428572,0.1443107405459286,-0.023451914851800267,0.03688373948984267,0.06033565434164292,-0.21443870042012375,-0.16647821849233102,-0.2417316247780523,0.0479604819277927,-0.027292924357928534,-0.07525340628572127,DIEGO PORTALES,13110,La Florida,1035,6,Diego Portales,13,"{""type"":""Polygon"",""coordinates"":[[[-70.57056716628975,-33.56045646130301],[-70.57037980227778,-33.56114762582394],[-70.57004537912941,-33.56106731801242],[-70.57021486016102,-33.56039847454942],[-70.57056716628975,-33.56045646130301]]]}"
0000000000000000002e,47.082886380642066,47.52173834396977,69.20410162038432,0.4388519633277693,22.121215239742288,21.68236327641454,0.07459759449704177,0.0679229048145451,0.08916273894185596,-0.00667468968249669,0.014565144444814177,0.02123983412731084,0.19452862583560313,0.14206398869655745,0.11119270824886014,-0.05246463713904596,-0.08333591758674301,-0.030871280447696922,-0.3260034171909821,-0.24997309750215616,-0.17671827114947478,0.076030319688826,0.14928514604150736,0.0732548263526815,DIGNIDAD DE LA FLORIDA,13110,La Florida,2019,750,Dignidad de la florida,13,"{""type"":""Polygon"",""coordinates"":[[[-70.55883526686573,-33.51530804969016],[-70.55873268632091,-33.51549532867044],[-70.55823321862735,-33.51607500023996],[-70.5585498568735,-33.516155305601615],[-70.55822432225175,-33.51648974700841],[-70.5580192516727,-33.51702485207736],[-70.55772939302751,-33.51691782426454],[-70.55689549247208,-33.515731682366905],[-70.55354226515111,-33.51501375547086],[-70.55069293951554,-33.5139078649283],[-70.54912333888866,-33.51350654606291],[-70.54917236061269,-33.513305886663595],[-70.54975199674979,-33.51342634010134],[-70.54977877710347,-33.513292511520966],[-70.55018456737452,-33.5132791530874],[-70.55185674667702,-33.51393461456854],[-70.5533817657609,-33.51417542511994],[-70.5548800001713,-33.51490228535572],[-70.55640056194723,-33.51494685430719],[-70.55648970757642,-33.51532591211536],[-70.55703819795531,-33.51556218951656],[-70.55740385787743,-33.515290249952045],[-70.55883526686573,-33.51530804969016]]]}"
00000000000000000046,51.57500076293945,54.48999786376953,80.05000305175781,2.914997100830078,28.47500228881836,25.56000518798828,0.052136295892951316,0.06215095265332877,0.06747185728795733,0.010014656760377473,0.01533556139500601,0.005320904634628542,0.14422781011104807,0.12624446255107488,0.1484406378865875,-0.017983347559973224,0.004212827775539427,0.022196175335512654,-0.25836569786997393,-0.24113372141672512,-0.2157553833367092,0.017231976453248848,0.04261031453326468,0.025378338080015824,HIJOS DE LA DIGNIDAD,13110,La Florida,3127,8,Hijos de la Dignidad,13,"{""type"":""Polygon"",""coordinates"":[[[-70.56153748509533,-33.51189238167341],[-70.56143490509942,-33.51235169720442],[-70.56095332351245,-33.51239627640519],[-70.56095777167623,-33.51211091857601],[-70.56131898060106,-33.51213762219107],[-70.5614036772027,-33.51184778995209],[-70.56153748509533,-33.51189238167341]]]}"
0000000000000000005a,51.540000915527344,50.04999923706055,85.16000366210938,-1.4900016784667969,33.62000274658203,35.11000442504883,0.031198031915265267,0.04848871413419645,0.03762205215104006,0.017290682218931173,0.006424020235774798,-0.010866661983156377,0.19355946834250196,0.10526191450201564,0.09944071472929289,-0.08829755384048636,-0.09411875361320907,-0.005821199772722739,-0.2900162403457778,-0.16352241057731778,-0.1538008085289421,0.12649382976846,0.13621543181683568,0.00972160204837571,CAMPAMENTO NUEVO,13110,La Florida,3126,7,Campamento Nuevo,13,"{""type"":""Polygon"",""coordinates"":[[[-70.57542753136418,-33.51248987975134],[-70.57516890978465,-33.51250774685118],[-70.5751376827404,-33.51212425701232],[-70.57538740826372,-33.51210642522241],[-70.57542753136418,-33.51248987975134]]]}"
00000000000000000067,24.359835003318988,27.37538316513251,35.63998874567235,3.0155481618135314,11.280153742353368,8.264605580539836,-0.007152912059740049,0.024901755688916703,-0.02741509768404156,0.032054667748656736,-0.02026218562430151,-0.052316853372958244,0.31987917988656406,0.26227127156901536,0.32254223653135855,-0.057607908317548764,0.002663056644794499,0.06027096496234322,-0.40553223834808527,-0.36153852779550066,-0.3989948654989948,0.04399371055258473,0.006537372849090639,-0.03745633770349411,CENTRAL HIDROELECTRICA,13110,La Florida,328,11,Central Hidroelectrica,13,"{""type"":""Polygon"",""coordinates"":[[[-70.5537741176872,-33.547195112779114],[-70.55364929497637,-33.54733333075553],[-70.55292695669236,-33.54682496060609],[-70.551375155972,-33.546165011138086],[-70.55116999183807,-33.5457503515411],[-70.5512413453914,-33.54554969633412],[-70.55158022924236,-33.545638829376415],[-70.55150442748985,-33.54581723149424],[-70.551825518189,-33.545928698159756],[-70.5516650182551,-33.54625422496773],[-70.55195034134907,-33.54632108783264],[-70.55210194470942,-33.54607135869126],[-70.55244981524274,-33.546138284317614],[-70.55324350747848,-33.54672687806742],[-70.5537741176872,-33.547195112779114]]]}"
0000000000000000000e,42.36000061035156,51.95000076293945,63.334999084472656,9.59000015258789,20.974998474121094,11.384998321533203,0.11069257203912007,0.07928261933910821,0.09256769459903233,-0.03140995270001183,-0.01812487744008769,0.013285075259924136,0.21914588852680805,0.12714512755572865,0.15434116240919676,-0.09200076097107934,-0.06480472611761127,0.027196034853468068,-0.3443765856435973,-0.20105262533544757,-0.20848908578285405,0.14332396030814973,0.1358874998607432,-0.007436460447406517,SENDA 23,13115,Lo Barnechea,3128,10,Senda 23,13,"{""type"":""Polygon"",""coordinates"":[[[-70.49918137913293,-33.35858848117466],[-70.49872652202043,-33.35867320197147],[-70.4982851014241,-33.358557282387274],[-70.49843672063459,-33.35837442806635],[-70.49894950192413,-33.358298635280015],[-70.49918137913293,-33.35858848117466]]]}"
00000000000000000031,37.67500305175781,41.82500076293945,59.80500030517578,4.149997711181641,22.12999725341797,17.979999542236328,-0.09006379227581919,-0.07736983932553308,-0.08009774071662575,0.01269395295028609,0.009966051559193433,-0.0027279013910926557,0.5250859760404548,0.4116502722756129,0.4167864514379028,-0.11343570376484173,-0.10829952460255197,0.005136179162289772,-0.5494412274408488,-0.4466671336179579,-0.4381391189852291,0.10277409382289096,0.11130210845561979,0.008528014632728839,CERRO NORTE,13115,Lo Barnechea,2032,16,Cerro Norte,13,"{""type"":""Polygon"",""coordinates"":[[[-70.50076883641475,-33.35320633550832],[-70.5005904349662,-33.353313398665584],[-70.49995281951712,-33.353148378163496],[-70.50001964070869,-33.353027944776656],[-70.50076883641475,-33.35320633550832]]]}"
00000000000000000032,38.33029460999995,47.71245622634887,58.56224229028845,9.382161616348936,20.231947680288524,10.849786063939597,0.05106881663151033,0.06460272096506077,0.06186322370213989,0.013533904333550477,0.010794407070629593,-0.0027394972629208774,0.302141801432177,0.2095782428842355,0.2083285216226482,-0.0925635585479416,-0.09381327980952879,-0.0012497212615872662,-0.40165376697149757,-0.3182030784094252,-0.2718280606349013,0.08345068856207233,0.12982570633659657,0.04637501777452424,LA CANCHA,13115,Lo Barnechea,2031,84,La Cancha,13,"{""type"":""Polygon"",""coordinates"":[[[-70.49955597772546,-33.357750193129036],[-70.49930621509718,-33.35815596885391],[-70.49898518233144,-33.35833431910438],[-70.49841438631056,-33.35837894448357],[-70.49810225041325,-33.35859298069383],[-70.49723720265416,-33.35856174919729],[-70.49721940778592,-33.358392332282136],[-70.49787482143465,-33.357540630512425],[-70.49828955013211,-33.35737118368763],[-70.49832967929238,-33.35748266342506],[-70.49884246068751,-33.357067973228176],[-70.4992304056243,-33.35763426918801],[-70.49946228270778,-33.35757624911057],[-70.49955597772546,-33.357750193129036]]]}"
00000000000000000042,42.36000061035156,51.95000076293945,63.334999084472656,9.59000015258789,20.974998474121094,11.384998321533203,0.060299743538129426,0.04790260315463029,0.06183562115196596,-0.012397140383499147,0.0015358776138365404,0.013933017997335689,0.25022447044026025,0.20770966608965807,0.17997488667426742,-0.04251480435060229,-0.07024958376599301,-0.027734779415390695,-0.32443893464999624,-0.2778370611741311,-0.2343769409802348,0.04660187347586513,0.0900619936697615,0.04346012019389635,ASCENSOR CERRO 18,13115,Lo Barnechea,2030,50,Ascensor Cerro 18,13,"{""type"":""Polygon"",""coordinates"":[[[-70.50020693973651,-33.36007338809468],[-70.4992304056243,-33.35999308585473],[-70.49968526229577,-33.359614092573324],[-70.49988590752729,-33.3590878920681],[-70.49991713917626,-33.35951598718171],[-70.50009545006642,-33.35959174283446],[-70.50020693973651,-33.36007338809468]]]}"
00000000000000000005,39.98500061035156,47.95500183105469,68.3499984741211,7.970001220703125,28.36499786376953,20.394996643066406,0.07554279865604721,0.08526732220059857,0.04462139307165859,0.009724523544551398,-0.03092140558438859,-0.04064592912894,0.25200178073506424,0.21794986645304842,0.11311140074020255,-0.03405191428201581,-0.1388903799948617,-0.10483846571284587,-0.36954851193994803,-0.35603958705905614,-0.2040227554870157,0.013508924880891773,0.16552575645293235,0.15201683157204063,SAN JUAN DE CHENA III,13119,Maipú,6240,9,San Juan de Chena III,13,"{""type"":""Polygon"",""coordinates"":[[[-70.76314233713344,-33.54157659064681],[-70.76275442005874,-33.54175055124376],[-70.76197404788005,-33.542125124987315],[-70.76190717173778,-33.54201806338909],[-70.76306203152018,-33.541496322484996],[-70.76314233713344,-33.54157659064681]]]}"
0000000000000000000a,67.75,70.43499755859375,78.55500030517578,2.68499755859375,10.805000305175781,8.120002746582031,0.07574379003203142,0.08397631848246079,0.11076258764596927,0.00823252845042935,0.03501879761393784,0.026786269163508507,0.1381309524123447,0.12588382351241456,0.12216241931603096,-0.012247128899930099,-0.015968533096313763,-0.00372140419638363,-0.23780612890304967,-0.21930788013315622,-0.20057649055743393,0.01849824876989335,0.03722963834561567,0.01873138957572232,JAPÓN,13119,Maipú,347,83,Japón,13,"{""type"":""Polygon"",""coordinates"":[[[-70.73367659296123,-33.491014909526825],[-70.73323955734654,-33.49121556583844],[-70.73290515585795,-33.49123335980696],[-70.73279371889085,-33.491037210866594],[-70.7319910634043,-33.49122002279273],[-70.73167889402447,-33.49107287617114],[-70.7316611076233,-33.49062692638162],[-70.73251276694057,-33.49071612388319],[-70.73363648298205,-33.4904040085769],[-70.73367659296123,-33.491014909526825]]]}"
00000000000000000015,62.137479248551145,79.94800521248794,98.72803086862639,17.810525963936737,36.59055162007518,18.78002565613842,-0.043560414634441984,-0.06021800833192555,0.0911363848645415,-0.016657593697483594,0.13469679949898347,0.15135439319646704,0.24011744694923456,0.2449630578846394,0.07506128957275972,0.004845610935404796,-0.1650561573764748,-0.1699017683118797,-0.3129960566368089,-0.3105772217371772,-0.14027477399681723,0.0024188348996317726,0.17272128263999179,0.17030244774035985,EL TREBOL,13119,Maipú,5109,194,El Trebol,13,"{""type"":""Polygon"",""coordinates"":[[[-70.7569129393435,-33.52921598560863],[-70.75679252466568,-33.528970750193366],[-70.75532549570208,-33.52797191125017],[-70.75511152523283,-33.526669823025266],[-70.7557981722703,-33.52706670580711],[-70.75532549570208,-33.52738779198003],[-70.75534781831531,-33.527838127738164],[-70.75627529472112,-33.52842227730275],[-70.7568327233898,-33.52831972002322],[-70.7569129393435,-33.52921598560863]]]}"
0000000000000000001a,76.41499328613281,89.70500183105469,102.22000122070312,13.290008544921875,25.805007934570312,12.514999389648438,0.06329797518952332,0.07564763560367789,0.09156410144592357,0.012349660414154596,0.028266126256400202,0.015916465842245604,0.12198210561284935,0.09678168534037675,0.11019911271675195,-0.02520042027247262,-0.011782992896097398,0.013417427376375229,-0.20347580432224882,-0.16373469010157057,-0.17099386128125707,0.03974111422067833,0.032481943040991806,-0.007259171179686508,LUNA DE HAITÍ,13119,Maipú,818,102,Luna de Haití,13,"{""type"":""Polygon"",""coordinates"":[[[-70.75480381773926,-33.52398547192708],[-70.75467006337131,-33.52504225186816],[-70.75276156400449,-33.523709004409575],[-70.75290421171846,-33.52362869825702],[-70.75346609083661,-33.52398546763196],[-70.75480381773926,-33.52398547192708]]]}"
00000000000000000020,5.837963961928293,5.708319947065173,9.886247033070408,-0.12964401486312152,4.048283071142126,4.177927086005245,0.09738766253715302,0.08214881873609663,0.0773356021029025,-0.015238843801056298,-0.020052060434250354,-0.00481321663319403,0.20701314902698575,0.21038885685085343,0.2307647573671502,0.003375707823867497,0.023751608340164397,0.020375900516296924,-0.3338126905631284,-0.3345103062188186,-0.3440946981354014,-6.976156556898544E-4,-0.010282007572273011,-0.009584391916583154,PUEBLITO LA FARFANA,13119,Maipú,351,100,Pueblito La Farfana,13,"{""type"":""MultiPolygon"",""coordinates"":[[[[-70.79372732009169,-33.48406758106982],[-70.7937228740891,-33.484067609170005],[-70.7937228740891,-33.48406316452364],[-70.79372732009169,-33.48406758106982]]],[[[-70.7937228740891,-33.48406316452364],[-70.7937986375963,-33.483585985081476],[-70.79296923065976,-33.48373765590808],[-70.79267053128173,-33.483965011907],[-70.79249214632287,-33.48367072533257],[-70.79277306177073,-33.483496817146886],[-70.79296923065976,-33.483733128951854],[-70.79357125630214,-33.48355036015823],[-70.79365146583787,-33.483059816273446],[-70.7939369173063,-33.48313561484608],[-70.79393238057108,-33.48347902146952],[-70.79382540434135,-33.4834701048421],[-70.7937228740891,-33.48406316452364]]],[[[-70.79372732009169,-33.48406758106982],[-70.79465925571267,-33.48458035351356],[-70.79498925718848,-33.48397395746163],[-70.79542623430396,-33.48356816842261],[-70.79527461708405,-33.48338978428874],[-70.79570714794245,-33.48325605191464],[-70.79581856971228,-33.48363508403908],[-70.79572493187497,-33.48466062481507],[-70.79630463325404,-33.48466061087875],[-70.79741050073301,-33.486136589526666],[-70.79707605504282,-33.48688128723495],[-70.79616199901857,-33.486524574181104],[-70.7959077615491,-33.487050753502956],[-70.79551542621766,-33.48688572588945],[-70.79566704335738,-33.486640473709684],[-70.79539057568049,-33.48654685828268],[-70.79538159297336,-33.48634615369336],[-70.79484653180637,-33.48623470992346],[-70.7950783584533,-33.48574419864179],[-70.79476178575413,-33.48491482605478],[-70.79432036200431,-33.48482563325547],[-70.79456117164256,-33.48453137925544],[-70.79372732009169,-33.48406758106982]]]]}"
00000000000000000038,61.77026791299312,63.601561363547,77.61795747502086,1.831293450553869,15.847689562027714,14.01639611147385,0.023378683391609204,-0.009465494838003139,0.05166709036914695,-0.03284417822961234,0.028288406977537733,0.061132585207150085,0.10577141035969347,0.125765844393705,0.11581981420217723,0.019994434034011535,0.010048403842483759,-0.00994603019152778,-0.22506079672872495,-0.23965533405106731,-0.20106158125697923,-0.014594537322342371,0.023999215471745678,0.03859375279408804,SAN JUAN DE CHENA II,13119,Maipú,6239,45,San Juan de Chena II,13,"{""type"":""Polygon"",""coordinates"":[[[-70.76695933301094,-33.539685969812865],[-70.76669618679956,-33.53981082682353],[-70.7667720455159,-33.53990444482414],[-70.76598278759063,-33.54037264064445],[-70.76555022866718,-33.54057777378414],[-70.76519797459332,-33.54043505481404],[-70.76688347432543,-33.539547688630876],[-70.76695933301094,-33.539685969812865]]]}"
0000000000000000006f,5.947469412046128,6.41096700020278,8.94272388312305,0.4634975881566494,2.9952544710769162,2.5317568829202695,0.07780846558917155,0.05142501543197704,0.052845040494954906,-0.026383450157194576,-0.024963425094216653,0.0014200250629779157,0.1214083975427062,0.15542204375191548,0.16859915235263942,0.03401364620920934,0.0471907548099332,0.013177108600723872,-0.21321849351536382,-0.26939733028629514,-0.27927704577563783,-0.05617883677093151,-0.06605855226027373,-0.009879715489342245,LA ISLA,13119,Maipú,349,23,La Isla,13,"{""type"":""Polygon"",""coordinates"":[[[-70.8159380983758,-33.497547445927374],[-70.81577305992637,-33.4977080136022],[-70.81460036882189,-33.49682064039439],[-70.81305749283125,-33.49660656128569],[-70.8122058012525,-33.4960581444495],[-70.81223701273318,-33.49590207360828],[-70.81337405276284,-33.496463925675926],[-70.81382444031424,-33.49597341899114],[-70.81439967275477,-33.496093767496866],[-70.81515328058167,-33.496597658045665],[-70.81502843545188,-33.49670466240159],[-70.8155322615527,-33.49721743982096],[-70.81569285430298,-33.49709262058901],[-70.81584446469446,-33.49720858490535],[-70.81568387199812,-33.49734681983991],[-70.8159380983758,-33.497547445927374]]]}"
00000000000000000072,41.30999755859375,39.12000274658203,60.17499923706055,-2.1899948120117188,18.865001678466797,21.054996490478516,0.03592326891080661,0.05440906689033373,0.04416152506473811,0.018485797979527124,0.0082382561539315,-0.010247541825595625,0.25352396462705035,0.21091857105082815,0.2561441605422783,-0.04260539357622226,0.0026201959152278263,0.04522558949145008,-0.34338173396006266,-0.30458817737140204,-0.33864303853511657,0.03879355658866084,0.0047386954249462755,-0.03405486116371459,EL TOQUI,13119,Maipú,819,15,El Toqui,13,"{""type"":""Polygon"",""coordinates"":[[[-70.7520570361016,-33.53698372141334],[-70.75119642895233,-33.53764817055844],[-70.7510671199586,-33.537563469391245],[-70.75174043376263,-33.536738538325245],[-70.7520570361016,-33.53698372141334]]]}"
00000000000000000073,75.90703811954201,85.97821723387777,97.92056553580622,10.071179114335825,22.01352741626428,11.942348301928439,0.08500831836452388,0.07753922393664348,0.11469035714280043,-0.007469094427880464,0.029682038778276677,0.03715113320615713,0.1109353758866691,0.09199462798586847,0.07474619916746218,-0.018940747900800654,-0.03618917671920693,-0.017248428818406245,-0.20502102432307254,-0.17559984540667528,-0.14021869272367363,0.029421178916397214,0.06480233159939876,0.03538115268300159,VICENTE REYES,13119,Maipú,1048,231,Vicente Reyes,13,"{""type"":""Polygon"",""coordinates"":[[[-70.75745693744094,-33.52666981366852],[-70.7572117527229,-33.52716484980062],[-70.75298451909538,-33.524172768463245],[-70.75316282864524,-33.52402111681572],[-70.7546922952737,-33.52504228831671],[-70.75478149509979,-33.5243867749061],[-70.75524972584832,-33.524400177810975],[-70.75546378699602,-33.52552388638399],[-70.75637783333502,-33.52617045619523],[-70.7569352618802,-33.526562851824984],[-70.75709133812283,-33.52642456856498],[-70.75737672158154,-33.52647364498948],[-70.75745693744094,-33.52666981366852]]]}"
00000000000000000075,45.17496377260264,45.43111830488813,47.699657856844745,0.25615453228549484,2.5246940842420953,2.268539551956599,0.06484621158140841,0.07641715711829877,0.11603572879452537,0.011570945536890453,0.05118951721311697,0.03961857167622651,0.13661260941063744,0.08362468110350502,0.07094238228419153,-0.052987928307132275,-0.06567022712644582,-0.012682298819313513,-0.27652660626120756,-0.17948026881215756,-0.1527264265110678,0.09704633744904992,0.12380017975013956,0.02675384230108976,EL ESFUERZO,13119,Maipú,1052,480,El Esfuerzo,13,"{""type"":""Polygon"",""coordinates"":[[[-70.79314761543189,-33.49991973457343],[-70.79250548436646,-33.50029869040216],[-70.79230931527785,-33.501364457007384],[-70.7908110052966,-33.50115488951791],[-70.79052564260628,-33.50023632603189],[-70.78798840203814,-33.499612000831306],[-70.78798395597964,-33.49825195826938],[-70.7931387234154,-33.49936676818252],[-70.79314761543189,-33.49991973457343]]]}"
00000000000000000079,75.45793351206265,87.41281515874947,99.84907794692724,11.954881646686792,24.39114443486452,12.436262788177727,0.04422810993829004,0.04906148073767809,0.07854889421073778,0.004833370799388042,0.034320784272447766,0.029487413473059772,0.11651184644786919,0.09473263247442257,0.0883884145651618,-0.021779213973446645,-0.0281234318827074,-0.006344217909260751,-0.21981015885187374,-0.16338456219234215,-0.15108376349968483,0.05642559665953177,0.06872639535218893,0.012300798692657145,LATINOAMERICANO,13119,Maipú,2035,157,Latinoamericano,13,"{""type"":""Polygon"",""coordinates"":[[[-70.75696647713293,-33.527124686807234],[-70.75694415459776,-33.527316383358134],[-70.75384512292543,-33.52551047349236],[-70.75415727744137,-33.5251626775962],[-70.75696647713293,-33.527124686807234]]]}"
0000000000000000007e,72.1500015258789,80.00999450683594,101.2249984741211,7.859992980957031,29.074996948242188,21.215003967285156,0.029456011472668988,0.04765410096310225,0.018001976239208177,0.01819808949043326,-0.01145403523346081,-0.02965212472389406,0.09208934781571888,0.09912361412607747,0.15069581593027395,0.007034266310358569,0.0586064681145551,0.051572201804196534,-0.1544295455170511,-0.1800502638000844,-0.23808413770103892,-0.025620718283033275,-0.08365459218398785,-0.05803387390095458,SAN JUAN DE CHENA,13119,Maipú,4411,10,San Juan de Chena,13,"{""type"":""Polygon"",""coordinates"":[[[-70.76866270202369,-33.538419604831866],[-70.76844864699468,-33.53862021606684],[-70.76817216288248,-33.538406190358664],[-70.76854673665788,-33.538067269662655],[-70.76866270202369,-33.53823231214332],[-70.76843077126289,-33.53833932596335],[-70.76866270202369,-33.538419604831866]]]}"
00000000000000000091,56.81999969482422,75.69499969482422,93.55999755859375,18.875,36.73999786376953,17.86499786376953,-0.0018579453390332058,-0.006251223448909636,0.08307335647062934,-0.004393278109876426,0.08493130180966255,0.08932457991953899,0.15185574792294856,0.16017151434597132,0.06126685854061083,0.008315766423022737,-0.09058888938233779,-0.09890465580536047,-0.25846046474329537,-0.26922535509184864,-0.12216138170624362,-0.01076489034855338,0.1362990830370516,0.147063973385605,SANTA MARTA I,13119,Maipú,5111,110,Santa Marta I,13,"{""type"":""Polygon"",""coordinates"":[[[-70.75850037753925,-33.52877456529594],[-70.75680595448813,-33.530125667453845],[-70.75698879966703,-33.5293274642818],[-70.75704224670568,-33.528721010750814],[-70.75726075338012,-33.52901088572892],[-70.75764422871461,-33.52910007795935],[-70.75850037753925,-33.52877456529594]]]}"
00000000000000000030,8.773826659331114,9.976372313309659,16.485890970431676,1.2025456539785473,7.7120643111005664,6.509518657122015,0.07653697655462842,0.010387704831265504,0.09199599155843825,-0.06614927172336292,0.015459015003809874,0.0816082867271728,0.1518945205115947,0.15797897014988588,0.0628354783184149,0.006084449638291253,-0.08905904219317975,-0.09514349183147101,-0.2957382544767124,-0.3000951052291179,-0.13446672802129578,-0.004356850752405422,0.16127152645541673,0.16562837720782217,COMUNIDAD LUNA BELLA,13124,Pudahuel,6247,95,Comunidad Luna Bella,13,"{""type"":""Polygon"",""coordinates"":[[[-70.82973896395895,-33.43094188699499],[-70.82955614796876,-33.431164783073434],[-70.82927525536431,-33.4314412688806],[-70.82815603812544,-33.431133621244854],[-70.82856177284243,-33.43064754502047],[-70.82894972456796,-33.430714419815814],[-70.82917273314901,-33.430558404670435],[-70.82973896395895,-33.43094188699499]]]}"
00000000000000000056,30.238143109314738,39.27452149660797,56.50773435891297,9.03637838729318,26.26959124959821,17.23321286230506,0.07305032291236893,0.05556150926535821,0.06855488667340025,-0.01748881364701084,-0.0044954362389688874,0.012993377408041953,0.12985693480746896,0.15081256873390933,0.15349630398801975,0.020955633926440332,0.023639369180550627,0.0026837352541103,-0.2611698450950064,-0.28556955370288406,-0.2824667029342968,-0.02439970860787803,-0.021296857839290504,0.00310285076858753,CEMENTERIO,13125,Quilicura,1011,45,Cementerio,13,"{""type"":""Polygon"",""coordinates"":[[[-70.74969816653488,-33.38761721484361],[-70.74944399410712,-33.38829053250054],[-70.74915860576372,-33.38835742476617],[-70.7490025268499,-33.388642845428706],[-70.74764246023406,-33.38795168154245],[-70.74771832207436,-33.387866984350644],[-70.74719654481223,-33.38733183981739],[-70.74729019253094,-33.38720254917458],[-70.74689781572292,-33.38699295312811],[-70.746746182506,-33.387135672933276],[-70.74679527501313,-33.386921635608175],[-70.74609518451828,-33.386680857695744],[-70.74550208045623,-33.386132362337335],[-70.74555561956265,-33.385989633031244],[-70.74802149708046,-33.387496847889956],[-70.74828011672874,-33.387238177668316],[-70.74881523208404,-33.38757710244488],[-70.74916305219713,-33.387113379249755],[-70.7494037947422,-33.38707325923422],[-70.74946177982955,-33.387336278357935],[-70.74969816653487,-33.38739430881114],[-70.74969816653488,-33.38761721484361]]]}"
00000000000000000060,13.385391514382947,14.851979197861807,16.773820629223454,1.4665876834788636,3.3884291148405032,1.9218414313616405,-0.07559675911377675,-0.02724015372152429,-0.04590681642591625,0.048356605392252484,0.029689942687860512,-0.01866666270439196,0.32374576462622584,0.29689373918528844,0.283616220577883,-0.02685202544093721,-0.04012954404834277,-0.013277518607405567,-0.339131529132455,-0.3260854052714435,-0.2961598290456627,0.013046123861011349,0.042971700086792186,0.02992557622578084,CEMENTERIO,13125,Quilicura,1011,45,Cementerio,13,"{""type"":""Polygon"",""coordinates"":[[[-70.34802232193391,-33.635186517983016],[-70.34795984102925,-33.63623442665854],[-70.34770128988598,-33.63624336074749],[-70.34775033015414,-33.63514197037286],[-70.34802232193391,-33.635186517983016]]]}"
00000000000000000068,25.040000915527344,30.935001373291016,33.23999786376953,5.895000457763672,8.199996948242188,2.3049964904785156,0.0441586999552509,0.008105613718702961,0.02065766114772285,-0.03605308623654794,-0.023501038807528046,0.01255204742901989,0.1957061896571067,0.19213362191259623,0.1820710838943843,-0.0035725677445104997,-0.013635105762722421,-0.010062538018211928,-0.2794137867619539,-0.28872584752394753,-0.2761079063747069,-0.009312060761993748,0.0033058803872470393,0.012617941149240782,CAMPAMENTO LA OBRA,13127,Recoleta,1046,10,Campamento la obra,13,"{""type"":""Polygon"",""coordinates"":[[[-70.6242234513463,-33.408222698251265],[-70.62411198907733,-33.40826287843829],[-70.6239336312408,-33.40821824361798],[-70.62371070654582,-33.407634151219206],[-70.62388461686217,-33.407580605194205],[-70.6242234513463,-33.408222698251265]]]}"
00000000000000000018,29.80409125229159,31.40597725096028,41.3465679743991,1.6018859986687253,11.542476722107514,9.940590723438786,0.04928581642725062,0.03105966024626587,0.027457431920303144,-0.01822615618098479,-0.02182838450694751,-0.003602228325962725,0.26521228780588985,0.27016924407995485,0.2900486293841127,0.004956956274064711,0.02483634157822237,0.019879385304157646,-0.3804610910139845,-0.3671885307868171,-0.3857840658495155,0.013272560227167565,-0.00532297483553125,-0.01859553506269882,CERRO ESPERANZA,13128,Renca,1029,26,Cerro Esperanza,13,"{""type"":""Polygon"",""coordinates"":[[[-70.70976689780862,-33.39775280385772],[-70.70974012621154,-33.39835033080131],[-70.7067391566894,-33.397904407385624],[-70.70675694403313,-33.397788435223845],[-70.70741689031337,-33.39783753037738],[-70.70738122492325,-33.39764131258807],[-70.70759530797514,-33.39742729412193],[-70.70796094599427,-33.397453993956375],[-70.70828202476613,-33.39771712365361],[-70.70976689780862,-33.39775280385772]]]}"
